"","track.id","track.name","danceability","energy","speechiness","liveness","valence"
"114","1YCO0AUl7FJyY0UsDIWUVo","Outlands - From ""TRON: Legacy""/Score",0.571,0.449,0.0382,0.281,0.172
"115","1yf97yL1ll8FYXC27c9VTw","Trees",0.584,0.833,0.041,0.169,0.324
"116","1YmKdg7Lnuox0gCd93aq0I","Lifted Up (1985) - Glitter and Strobe Lights in Slo-Mo Version [w/ post edits]",0.291,0.474,0.0289,0.0976,0.186
"117","1yRvOL3HruyNKODMBHt1Qh","Thirteen",0.26,0.0671,0.0446,0.116,0.0286
"118","1Z4dI3O9yMNd4jekw0owPz","FL Studio Haters - Original Mix",0.598,0.769,0.0396,0.587,0.502
"119","1zeDOV4IIuPcibgnsZR5a1","Cops Are Good at Finding",0.198,0.335,0.0412,0.116,0.0358
"120","20qYroyxwJrTieybh00uKP","Seasons",0.39,0.987,0.0544,0.0826,0.654
"121","20zCnBjK6aIgvvy66qZ7RV","Friendship",0.0909,0.0192,0.0418,0.109,0.163
"122","225uLPVGpYMJV5rWE4jcSE","Deserted Skies",0.222,0.246,0.0398,0.079,0.185
"123","22EwY5MeOF8i0H2KbXFiOy","Let It Go (feat. KATFYR)",0.559,0.756,0.052,0.065,0.0945
"124","23uNiVgsIgoHC7eLet3kCI","Cat",0.485,0.472,0.0434,0.0995,0.0384
"125","260jSxvzkFt71ksvkcy2ke","Broken Arrows",0.63,0.666,0.045,0.104,0.288
"126","28GSW3SAZXV9rVdsu7GJHI","Fresh Blood",0.647,0.537,0.129,0.0823,0.143
"127","2a0u9xfapgvsU4qGwHOTxL","Toothless Hawkins (And His Robot Jazz Band)",0.751,0.823,0.143,0.236,0.408
"128","2ApgsxLJ6JcT165bSLLrcZ","Swallowtail",0.381,0.393,0.0296,0.111,0.154
"129","2Au50d6aZrsYrbxQzDjjYW","Danny",0.211,0.0262,0.0377,0.0757,0.098
"130","2aUDpZRSit5Zg2R6L5r6dW","Arena - From ""TRON: Legacy""/Score",0.334,0.423,0.0348,0.0732,0.0859
"131","2cKkV4tR8Upz8ONRGAYJZ0","Memoria",0.238,0.11,0.0411,0.622,0.0964
"132","2D22551hzLCDfsK40Lldml","My Own Summer (Shove It)",0.443,0.781,0.0377,0.166,0.372
"133","2dLrkKiddmHEYAQ7fUwfxw","Summer Elaine and Drunk Dori",0.558,0.838,0.0464,0.102,0.716
"134","2EyK6JBWqftJlxAuqd0Dsq","Adagio for TRON - Remixed by Teddybears",0.741,0.806,0.0371,0.133,0.248
"135","2FD2StPTst6uMJF7cHBbP0","Excuse",0.487,0.00692,0.0338,0.141,0.0352
"136","2gfZCMsk9arAdwJvXRURvK","No Weapons",0.173,0.0281,0.0483,0.197,0.0283
"137","2hUFjIbpKaRqs97OjUAmXb","Johnny Boy",0.561,0.841,0.0515,0.24,0.356
"138","2IDsSsQmt35ptVP8MP1QwV","Death By Diamonds And Pearls",0.47,0.676,0.0867,0.115,0.487
"139","2ISXXTx96Zgk7qYzsY9XuG","Deverbero",0.477,0.287,0.0413,0.115,0.353
"140","2jFLd9OdNcLsblpv4fDTRn","Rinzler - Remixed by Kaskade",0.597,0.814,0.0528,0.124,0.396
"141","2jH0mIa0Xnzog3PurjyUhg","Pirates - Original Mix",0.325,0.984,0.0563,0.316,0.116
"142","2K1zp0p7PVmrBUQu6evtfe","Somewhere In Stockholm",0.237,0.766,0.24,0.112,0.535
"143","2K9if74JZbbDAOi9VJ8Hon","Chinter's Will (feat. Sara Kay)",0.597,0.787,0.0463,0.114,0.157
"144","2LWg0SzLGk2e1mCZ8eMjRj","Exoptare Ex Veritas",0.279,0.0108,0.0405,0.0991,0.0693
"145","2MLsdtPIn0Jg1nILQFa65r","H.E.V Kevlar",0.52,0.775,0.266,0.099,0.663
"146","2mY4AbpVmdFOOp1SdFtdWj","Showdown",0.656,0.84,0.0407,0.369,0.187
"147","2MzDymXxm8jShcRkl1mf5Y","Mitus Lumen",0.232,0.352,0.0396,0.118,0.294
"148","2MZSXhq4XDJWu6coGoXX1V","Avril 14th",0.558,0.0259,0.0458,0.0969,0.37
"149","2nXuEJtzcI9BoErv6XPL9n","Dancing on the Grave",0.27,0.475,0.0296,0.0525,0.175
"150","2o2g92HpEXRUax53dy1Grs","Samson",0.484,0.807,0.0734,0.0993,0.79
"151","2oqloXqXERiZf5EF0GlrOh","To The Rescue",0.337,0.224,0.0435,0.164,0.126
"152","2OQS6fFDpJzpDVC6gNzoj5","Flynn Lives - From ""TRON: Legacy""/Score",0.45,0.278,0.034,0.185,0.0421
"153","2P4OICZRVAQcYAV2JReRfj","Waiting For Love",0.579,0.736,0.0527,0.198,0.613
"154","2PmuAeh5yPInDg9wqRFs8V","Offend In Every Way",0.403,0.651,0.0281,0.229,0.241
"155","2Q4OrJV7rGtUpPsLGbchgr","Thief",0.416,0.715,0.0435,0.106,0.126
"156","2RezMgJegcVIlHwKju3Ra6","Rom Og Omega-3 - Original Mix",0.544,0.801,0.0335,0.0764,0.127
"157","2RgeSLk8CBdBSEvdC5kwiR","The Thief",0.573,0.716,0.031,0.313,0.163
